,index,url,标题,地址,优势1,优势2,优势3,总价,户型,建筑面积,单价,总楼层,ID,小区,有无电梯,住宅类别,建筑结构,建筑类别,挂牌时间,参考均价,同比去年,环比上月,挂牌房源,物业类型,物业费用,建筑年代,绿  化  率,容  积  率,人车分流,总楼栋数,总  户  数,产权年限,卧室,客厅,卫生间,区域_北塘区,区域_南长区,区域_崇安区,区域_惠山区,区域_新区,区域_新吴区,区域_梁溪区,区域_江阴市,区域_滨湖区,区域_经开区,区域_锡山区,楼层层次_中层,楼层层次_低层,楼层层次_底层,楼层层次_顶层,楼层层次_高层,装修_暂无,装修_毛坯,装修_简装修,装修_精装修,装修_豪华装修,朝向_东,朝向_东北,朝向_东南,朝向_北,朝向_南,朝向_南北,朝向_西,朝向_西北,朝向_西南,产权性质_个人产权,产权性质_商品房,产权性质_经济适用房,建筑类型_塔楼,建筑类型_板塔结合,建筑类型_板楼
2771,2779,https://wuxi.esf.fang.com/chushou/3_172845919.htm,"户型方正,楼层好,位置好,采光全天。周边配套齐全,生活方便!",河埒-梁青路与景宜路交叉口东南面,满五,优质教育,距2号线小桃源站约782米,230.0,3室2厅2卫,137,16788,10.0,172845919,金色江南四期,0,普通住宅,平层,板楼,19518.0,20823.0,↓3.94%,↓0.38%,32 套在售二手房,住宅,1.2,2010,70,1.19,0,41,2359.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2772,2780,https://wuxi.esf.fang.com/chushou/21_124557494.htm,梧桐水岸 2室2厅,黄巷-凤翔路与青石西路交叉口北侧,满五,优质教育,[],165.0,2室2厅1卫,81,20142,23.0,124557494,正祥梧桐水岸,0,,,,19419.0,19631.0,↓4.25%,↓0.56%,8 套在售二手房,住宅,2.3,2015,40,2.6,0,20,2943.0,70,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2773,2781,https://wuxi.esf.fang.com/chushou/21_121720720.htm,惠华新村 2室1厅,盛岸东路-石门路10号,[],优质教育,距3号线石门路站约172米,72.0,2室1厅1卫,63,11429,7.0,121720720,惠华新村,0,,,,19310.0,12942.0,↑5.13%,↑2%,1 套在售二手房,住宅,0.15,1990,20,3.0,0,87,2328.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2774,2782,https://wuxi.esf.fang.com/chushou/21_128418058.htm,"好房子,",中桥-清名路清宁大桥南堍,满五,优质教育,[],245.0,3室2厅2卫,121,20201,37.0,128418058,九龙仓时代上城,0,,,,19523.0,21702.0,↓3.67%,↓0.29%,33 套在售二手房,住宅,2.75,2016,36,2.49,0,53,6695.0,70,3.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2775,2783,https://wuxi.esf.fang.com/chushou/21_126481780.htm,水秀新村 1室1厅,体育中心-太湖大道与青祁路交叉口东北侧,满五,优质教育,[],51.0,1室1厅1卫,42,11874,7.0,126481780,水秀新村,0,,,,19467.0,12563.0,↑3.04%,↓1.53%,6 套在售二手房,住宅,0.5,1988,30,2.0,0,213,6133.0,70,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2776,2784,https://wuxi.esf.fang.com/chushou/21_127085305.htm,绿塔新村 2室1厅,东门-绿塔路88号,满五,优质教育,距2号线东林广场站约386米,145.0,2室1厅1卫,65,21993,6.0,127085305,绿塔新村,0,,,,19479.0,21806.0,↓11.32%,↓2.51%,,住宅,1.7,1985,15,1.5,0,14,577.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2777,2785,https://wuxi.esf.fang.com/chushou/3_172862256.htm,金色江南顶带阁楼!(送大露台)采光视野无敌 业主诚出价格好谈,河埒-梁清路和蠡溪路交叉口往西500米,满五,优质教育,距2号线河埒口站约731米,290.0,3室2厅2卫,145,19953,6.0,172862256,金色江南,0,普通住宅,平层,板楼,19536.0,19037.0,↑0.04%,↓0.35%,25 套在售二手房,住宅,1.2,2008,70,1.19,0,18,789.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2778,2786,https://wuxi.esf.fang.com/chushou/21_125189379.htm,锡惠里 2室1厅,五爱路-人民西路43号,满五,优质教育,距2号线五爱广场站约362米,125.0,2室1厅1卫,60,20833,6.0,125189379,锡惠里,0,,,,19433.0,19264.0,↓15.32%,↓0.59%,1 套在售二手房,住宅,1.2,1988,30,2.0,0,27,1143.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2779,2787,https://wuxi.esf.fang.com/chushou/3_172522214.htm,信义山水嘉庭!南师校!现房!靠山临水环境好!豪装30万,蠡湖新城区-状元道3号,[],推荐新房,[],325.0,3室2厅2卫,116,27813,6.0,172522214,信义山水嘉庭,0,普通住宅,平层,板楼,19538.0,30798.0,↑11.35%,↑0.58%,,住宅,3.9,2018,35,1.5,0,21,608.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2780,2788,https://wuxi.esf.fang.com/chushou/3_172883656.htm,工抵房出售 低于市场价 低于售楼部低价 无专车免费接送,西漳-惠山大道与天一路交汇处,满二,距1号线天一站约512米,[],35.0,2室2厅2卫,41,8379,20.0,172883656,太平洋城中城天一公馆,1,普通住宅,平层,板楼,19561.0,9968.0,暂无资料,暂无资料,1 套在售二手房,住宅,3.2,2019,39,3.55,0,15,1728.0,50,2.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2781,2789,https://wuxi.esf.fang.com/chushou/3_172862441.htm,"总高11层精装复式洋房(电梯5房,河埒口成熟商圈)",河埒-梁清路和蠡溪路交叉口往西500米,满五,优质教育,距2号线河埒口站约731米,410.0,5室2厅2卫,225,18182,11.0,172862441,金色江南,0,普通住宅,平层,板楼,19536.0,19037.0,↑0.04%,↓0.35%,25 套在售二手房,住宅,1.2,2008,70,1.19,0,18,789.0,70,5.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2782,2790,https://wuxi.esf.fang.com/chushou/21_126209131.htm,莲蓉苑,江尖公园-北塘大街12号,满五,优质教育,距3号线北栅口站约630米,216.0,2室2厅1卫,111,19407,18.0,126209131,莲蓉园,0,,,,19458.0,19183.0,↓4.83%,↓1.46%,2 套在售二手房,住宅,0.9,2005,30,2.0,0,23,886.0,70,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2783,2791,https://wuxi.esf.fang.com/chushou/3_172844052.htm,华润江南府 170万 3室2厅2卫 精装修黄金角!千年等一回,锡沪路-东安路与云竹路交汇处,[],距2号线云林站约493米,[],170.0,3室2厅2卫,108,15701,34.0,172844052,华润江南府,1,普通住宅,平层,板楼,19517.0,18932.0,↓6.49%,↓0.61%,31 套在售二手房,住宅,3.2,2019,30,2.5,0,127,3512.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2784,2792,https://wuxi.esf.fang.com/chushou/3_172841729.htm,经开区龙湖高品质现房洋房带花园一手!随时看房诚心卖,滨湖新城区-立信大道周新路交汇处,满二,[],[],330.0,3室2厅2卫,127,25974,6.0,172841729,龙湖天璞,0,普通住宅,平层,板楼,19516.0,28728.0,↓5.28%,↓2%,12 套在售二手房,住宅,2.6,2020,30,1.6,0,15,1132.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2785,2793,https://wuxi.esf.fang.com/chushou/21_121967801.htm,保利达江湾城 2室2厅,江尖公园-保利达江湾城,满二,优质教育,距1号线胜利门站约362米,253.0,2室2厅1卫,99,25402,20.0,121967801,保利达江湾城,0,,,,19317.0,28503.0,↓8.35%,↓1.82%,27 套在售二手房,住宅,2.85,2014,20,6.0,0,29,3784.0,70,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2786,2794,https://wuxi.esf.fang.com/chushou/3_172665612.htm,溪岸观邸 大两房 自住精装修 单价低 小区环境好 急售,梁清路-中建溪岸观邸,[],优质教育,[],200.0,2室2厅1卫,92,21542,33.0,172665612,中建溪岸观邸,1,普通住宅,平层,板楼,19496.0,22432.0,↓6.37%,↓0.08%,36 套在售二手房,住宅,2.5,2014,36,2.5,0,31,1960.0,70,2.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2787,2795,https://wuxi.esf.fang.com/chushou/21_121671958.htm,双河新村 2室1厅,盛岸路-石门路与江海路交汇处,满五,优质教育,[],62.0,2室1厅1卫,63,9841,7.0,121671958,双河二村,0,,,,19309.0,10982.0,↑0.49%,↓0.55%,1 套在售二手房,住宅,0.4,1990,20,2.0,0,31,1538.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2788,2796,https://wuxi.esf.fang.com/chushou/3_172845427.htm,博览中心旁 出门地铁口 清水毛坯 房东诚售 价格可谈,蠡湖新城区-中海凤凰璟园,满五,[],[],230.0,3室2厅1卫,89,25776,34.0,172845427,中海凤凰璟园,0,普通住宅,平层,板楼,19518.0,27188.0,↓4.56%,↑0.18%,26 套在售二手房,住宅,2.95,2016,34,2.6,0,66,4273.0,70,3.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2789,2797,https://wuxi.esf.fang.com/chushou/3_172862305.htm,"出门双地铁(精装修,户型正气)配套齐全,看房方便",河埒-梁溪路南侧、孙蒋路西侧,满五,距2号线大王基站约278米,[],198.0,3室2厅1卫,86,22856,30.0,172862305,中城誉品,0,普通住宅,平层,板楼,19536.0,24222.0,↓3.76%,↓0.16%,44 套在售二手房,住宅,2.3,2016,30,3.1,0,30,4108.0,70,3.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2790,2798,https://wuxi.esf.fang.com/chushou/3_172855579.htm,"电梯商品房,满五,中高楼层,诚心出售",清扬版块-金城路与清扬路交接处西南侧,[],优质教育,距1号线人民医院站约531米,114.0,2室2厅1卫,89,12710,33.0,172855579,五星家园,1,普通住宅,平层,板楼,19530.0,14158.0,↓5.73%,↓1.01%,18 套在售二手房,住宅,0.3,2000,30,2.0,0,174,8733.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2791,2799,https://wuxi.esf.fang.com/chushou/21_122072632.htm,太平洋城中城三期B区(惠太商业广场) 3室2厅,西漳-惠山大道与天一路交汇处,满二,距1号线天一站约270米,[],235.0,3室2厅2卫,126,18586,26.0,122072632,太平洋城中城,0,,,,19320.0,16905.0,↓16.71%,↓1.66%,18 套在售二手房,住宅,1.7,2017,30,4.05,0,37,3267.0,70,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2792,2800,https://wuxi.esf.fang.com/chushou/3_172864434.htm,婚装70万次新房(地铁口手付可做3成)采光10h小区中间位置,梁清路-梁溪路与青祁路交叉口东南侧,[],距2号线大王基站约509米,[],350.0,3室2厅2卫,115,30435,29.0,172864434,无锡康桥府,0,普通住宅,平层,板楼,19539.0,30165.0,↑21.17%,↑3.48%,19 套在售二手房,住宅,3.2,2021,30,2.5,0,12,436.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2793,2801,https://wuxi.esf.fang.com/chushou/21_121858135.htm,爱家金河湾 1室1厅,广瑞路-爱家金河湾,满二,优质教育,距1号线无锡火车站约975米,112.0,2室1厅1卫,73,15197,33.0,121858135,爱家金河湾,0,,,,19314.0,15530.0,↓7.36%,↓1.02%,16 套在售二手房,住宅,2.0,2011,50,1.85,0,19,2222.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2794,2802,https://wuxi.esf.fang.com/chushou/21_129386896.htm,高性价比可随时看。。。。。,清扬版块-通扬路与新光路交叉口南侧,满五,优质教育,距1号线华清大桥站约715米,156.0,3室2厅1卫,86,18070,30.0,129386896,复地悦城,0,,,,19562.0,19348.0,↓8.57%,↓1.54%,4 套在售二手房,住宅,1.95,2014,45,1.8,0,10,1737.0,70,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2795,2803,https://wuxi.esf.fang.com/chushou/3_172665554.htm,"潮时代!神仙盘,中秋特惠来袭,通燃气,明厨明卫,壆",坊前-新区金城东路288号,[],[],[],45.0,2室2厅3卫,40,11250,20.0,172665554,五洲国际工业博览城,1,普通住宅,平层,板楼,19496.0,9961.0,↓7.55%,↓1.79%,2 套在售二手房,住宅,1.8,2010,45,1.7,0,11,3149.0,70,2.0,2.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2796,2804,https://wuxi.esf.fang.com/chushou/21_128234792.htm,锡景苑 2室2厅,河埒-惠河路青山高级中学对面,满二,距2号线大王基站约711米,[],142.0,2室2厅1卫,79,17781,19.0,128234792,锡景苑,0,,,,19516.0,17839.0,↓2.44%,↑1.37%,9 套在售二手房,住宅,1.7,2012,30,1.0,0,23,1401.0,70,2.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2797,2805,https://wuxi.esf.fang.com/chushou/21_121679656.htm,晴山蓝城二期(122-259) 3室2厅,盛岸西路-钱桥国土所旁新兴路47号,满五,距3号线苏庙站约794米,[],165.0,3室2厅2卫,139,11834,18.0,121679656,晴山蓝城,0,,,,19309.0,13211.0,↓1.38%,↓1.57%,,住宅,1.4,2007,40,1.6,0,44,1206.0,70,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2798,2806,https://wuxi.esf.fang.com/chushou/21_127346510.htm,金鼎广场(人民中路118) 2室2厅,人民路-人民中路118号,满二,距1号线三阳广场站约372米,[],255.0,2室2厅2卫,124,20565,32.0,127346510,金鼎广场,0,,,,19487.0,21913.0,↑10.52%,↓0.32%,1 套出租房源,住宅,2.0,2002,12,8.31,0,1,285.0,70,2.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2799,2807,https://wuxi.esf.fang.com/chushou/3_172846118.htm,双地铁出口!嶂山碧苑电梯二房 南北通透 房东置换急售,荣巷-梁溪路734号,满五,距2号线小桃源站约461米,[],170.0,2室2厅1卫,94,18085,18.0,172846118,嶂山碧院,0,普通住宅,平层,板楼,19518.0,17661.0,↓3.02%,↓0.22%,15 套在售二手房,住宅,2.7,2015,40,2.2,0,11,898.0,70,2.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2800,2808,https://wuxi.esf.fang.com/chushou/3_172858729.htm,"01,02打通一起卖,自住精装修保养好,沿河景观,看房方便",河埒-梁青路385号,满五,优质教育,距2号线荣巷站约681米,630.0,3室2厅2卫,135,46667,5.0,172858729,金色江南三期,0,普通住宅,平层,板楼,19533.0,22166.0,↑2.17%,↑0.07%,13 套在售二手房,住宅,1.2,2008,70,1.19,0,32,572.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2801,2809,https://wuxi.esf.fang.com/chushou/21_122885367.htm,东望景苑 3室2厅,东亭-太湖大道1242号,满二,[],[],190.0,3室2厅2卫,116,16309,32.0,122885367,东望景苑,0,,,,19341.0,15845.0,↓7%,↑3.1%,15 套在售二手房,住宅,4.2,2017,30,0.88,0,80,2386.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2802,2810,https://wuxi.esf.fang.com/chushou/21_126477892.htm,5年级2023年4月,中山路-中山路以西县前西街以北(红豆国际广场旁边),满二,优质教育,距1号线胜利门站约295米,255.0,3室1厅1卫,78,32360,8.0,126477892,道长巷,0,,,,19467.0,33764.0,↓11.94%,↑0.95%,,住宅,0.5,1995,20,2.0,0,22,414.0,70,3.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2803,2811,https://wuxi.esf.fang.com/chushou/21_128418174.htm,广瑞路丁村近菜场广丰三村精装房,广瑞路-广瑞路134号,满五,优质教育,[],59.0,1室1厅1卫,45,12967,6.0,128418174,广丰三村,0,,,,19523.0,11644.0,↓5.66%,↓3.31%,1 套在售二手房,住宅,0.8,1997,10,3.0,0,48,1677.0,70,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2804,2812,https://wuxi.esf.fang.com/chushou/21_121929392.htm,广益佳苑二期 2室2厅,广益-广南路626号附近,满五,优质教育,[],125.0,2室2厅1卫,94,13184,6.0,121929392,广益佳苑二期,0,,,,19316.0,12477.0,↓2.67%,↓0.07%,8 套在售二手房,住宅,0.5,2007,30,2.0,0,48,2577.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2805,2813,https://wuxi.esf.fang.com/chushou/3_172881367.htm,(寄人篱下不如在此安家)(精装好房尽在绿地) 挥泪大甩卖!,惠山新城-惠山大道1528、1550号,满五,优质教育,距1号线锡北运河站约343米,162.0,2室2厅1卫,89,18202,27.0,172881367,绿地波士顿公馆,0,普通住宅,平层,板楼,19557.0,19387.0,↓15.93%,↓1.83%,126 套在售二手房,住宅,1.7,2015,35,0.99,0,137,6232.0,70,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2806,2814,https://wuxi.esf.fang.com/chushou/3_172844876.htm,"长泰国际 67万 2室1厅1卫 普通装修,此房只应天上有!人",锡沪路-先锋路与纺城大道交叉口东南角,满二,距2号线九里河公园站约219米,[],67.0,2室1厅1卫,48,13958,5.0,172844876,长泰国际,1,普通住宅,平层,板楼,19518.0,16809.0,↓8.11%,↓2.18%,18 套在售二手房,住宅,2.8,2015,35,2.0,0,109,5911.0,70,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2807,2815,https://wuxi.esf.fang.com/chushou/21_121891527.htm,天渝骏园 4室2厅,盛岸路-天渝骏园,满二,[],[],200.0,4室2厅2卫,129,15485,34.0,121891527,天渝骏园,0,,,,19315.0,16052.0,↓13.86%,↓2.28%,14 套在售二手房,住宅,2.45,2015,40,1.27,0,19,2206.0,70,4.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2808,2816,https://wuxi.esf.fang.com/chushou/21_124626981.htm,融创理想城市花园(亚美利加) 2室2厅,惠山新城-华惠路与惠緑路交叉口东北面,满二,优质教育,距1号线锡北运河站约769米,125.0,2室2厅1卫,65,19231,18.0,124626981,融创理想城市,0,,,,19420.0,18986.0,↓15.66%,↓3.55%,46 套在售二手房,住宅,1.2,2006,40,1.3,0,66,4085.0,70,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2809,2817,https://wuxi.esf.fang.com/chushou/21_121676206.htm,凌云公寓 3室2厅,柏庄-东亭新明路南东亭路东(天一中学旁边),满五,优质教育,[],190.0,3室2厅2卫,143,13262,13.0,121676206,凌云公寓,0,,,,19309.0,14434.0,↓6.72%,↓1.74%,,住宅,0.9,2008,20,2.48,0,8,319.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2810,2818,https://wuxi.esf.fang.com/chushou/21_129286655.htm,东亭毛湾家园精装三房房东诚心出售,广益-无锡市崇安区毛湾家园,满二,[],[],118.0,3室2厅1卫,88,13409,32.0,129286655,毛湾家园,0,,,,19560.0,12452.0,↓7.89%,↓1.23%,4 套在售二手房,住宅,0.6,2010,5,2.0,0,3,182.0,70,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2811,2819,https://wuxi.esf.fang.com/chushou/21_128234792.htm,锡景苑 2室2厅,河埒-惠河路青山高级中学对面,满二,距2号线大王基站约711米,[],142.0,2室2厅1卫,79,17781,19.0,128234792,锡景苑,0,,,,19516.0,17839.0,↓2.44%,↑1.37%,9 套在售二手房,住宅,1.7,2012,30,1.0,0,23,1401.0,70,2.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2812,2820,https://wuxi.esf.fang.com/chushou/21_122002817.htm,叙康里 2室2厅,长江路-长江北路与金城东路交叉口东北面,满二,优质教育,距3号线太湖花园站约617米,96.0,暂无,84,11330,7.0,122002817,叙康里,0,,,,19318.0,11859.0,↓8.99%,↓1.47%,7 套在售二手房,住宅,0.2,1996,30,2.4,0,88,5315.0,70,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2813,2821,https://wuxi.esf.fang.com/chushou/3_172875379.htm,"6.18特惠,精装2房,南北通透,价格优惠!",惠山新城-惠山大道1528、1550号,满五,优质教育,距1号线锡北运河站约343米,159.0,2室2厅1卫,80,19668,11.0,172875379,绿地波士顿公馆,0,普通住宅,平层,板楼,19552.0,19387.0,↓15.93%,↓1.83%,126 套在售二手房,住宅,1.7,2015,35,0.99,0,137,6232.0,70,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2814,2822,https://wuxi.esf.fang.com/chushou/21_127881812.htm,"包土出,看房子方便",清扬版块-化肥桥通阳路与新光路交叉口,满二,优质教育,距1号线华清大桥站约475米,123.0,2室2厅1卫,81,15046,34.0,127881812,古运五爱苑,0,,,,19505.0,14504.0,↓7.8%,↓2.7%,3 套在售二手房,住宅,1.15,1996,20,1.8,0,49,4038.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2815,2823,https://wuxi.esf.fang.com/chushou/21_124468698.htm,复式精装2房,长江路-长江北路与宏远路交叉口西北面,满五,优质教育,距3号线叙丰站约400米,165.0,2室2厅1卫,78,21154,6.0,124468698,万科金域缇香,0,,,,19417.0,19971.0,↓9.69%,↓0.3%,34 套在售二手房,住宅,2.7,2016,36,2.5,0,88,8072.0,70,2.0,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2816,2824,https://wuxi.esf.fang.com/chushou/21_126258989.htm,金科,学前东路-长江北路与太湖大道交汇处(原东方汽车城),满二,优质教育,距3号线东风站约283米,180.0,3室2厅1卫,89,20031,34.0,126258989,金科中心,0,,,,19460.0,18935.0,↓9.58%,↓0.17%,6 套在售二手房,住宅,2.6,2016,33,2.8,0,17,2324.0,70,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2817,2825,https://wuxi.esf.fang.com/chushou/21_126075497.htm,龙塘家园 3室2厅,盛岸路-广石西路与水澄路交汇处西北面,满二,优质教育,[],168.0,3室2厅1卫,134,12535,31.0,126075497,龙塘家园,0,,,,19453.0,11663.0,↓6.49%,↑0.01%,3 套在售二手房,住宅,0.5,1990,20,2.0,0,73,6294.0,70,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2818,2826,https://wuxi.esf.fang.com/chushou/3_172881369.htm,惠山新城绿地世纪城四期209-213号4室2厅,惠山新城-惠山大道1528、1550号,满五,优质教育,距1号线锡北运河站约343米,300.0,4室2厅2卫,138,21591,33.0,172881369,绿地波士顿公馆,0,普通住宅,平层,板楼,19557.0,19387.0,↓15.93%,↓1.83%,126 套在售二手房,住宅,1.7,2015,35,0.99,0,137,6232.0,70,4.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2819,2827,https://wuxi.esf.fang.com/chushou/21_121853206.htm,金匮大观(金桂尚苑) 3室2厅,中桥-太湖大道以北、金星路以南(运河西路以西),[],[],[],360.0,3室2厅3卫,176,20455,30.0,121853206,金桂尚苑,0,,,,19314.0,21941.0,↓8.41%,↓0.57%,10 套在售二手房,住宅,2.85,2013,41,2.6,0,16,863.0,70,3.0,2.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
